x,y,target
-2.0,-2.0,3
-1.9,-2.0,3
-1.7999999999999998,-2.0,3
-1.6999999999999997,-2.0,3
-1.5999999999999996,-2.0,3
-1.4999999999999996,-2.0,3
-1.3999999999999995,-2.0,3
-1.2999999999999994,-2.0,3
-1.1999999999999993,-2.0,3
-1.0999999999999992,-2.0,3
-0.9999999999999991,-2.0,3
-0.899999999999999,-2.0,3
-0.7999999999999989,-2.0,3
-0.6999999999999988,-2.0,3
-0.5999999999999988,-2.0,3
-0.49999999999999867,-2.0,3
-0.3999999999999986,-2.0,3
-0.2999999999999985,-2.0,3
-0.1999999999999984,-2.0,3
-0.09999999999999831,-2.0,3
1.7763568394002505e-15,-2.0,3
0.10000000000000187,-2.0,3
0.20000000000000195,-2.0,3
0.30000000000000204,-2.0,6
0.40000000000000213,-2.0,6
0.5000000000000022,-2.0,6
0.6000000000000023,-2.0,6
0.7000000000000024,-2.0,6
0.8000000000000025,-2.0,6
0.9000000000000026,-2.0,6
1.0000000000000027,-2.0,6
1.1000000000000028,-2.0,6
1.2000000000000028,-2.0,6
1.300000000000003,-2.0,6
1.400000000000003,-2.0,6
1.500000000000003,-2.0,6
1.6000000000000032,-2.0,6
1.7000000000000033,-2.0,6
1.8000000000000034,-2.0,6
1.9000000000000035,-2.0,6
-2.0,-1.9,3
-1.9,-1.9,3
-1.7999999999999998,-1.9,3
-1.6999999999999997,-1.9,3
-1.5999999999999996,-1.9,3
-1.4999999999999996,-1.9,3
-1.3999999999999995,-1.9,3
-1.2999999999999994,-1.9,3
-1.1999999999999993,-1.9,3
-1.0999999999999992,-1.9,3
-0.9999999999999991,-1.9,3
-0.899999999999999,-1.9,3
-0.7999999999999989,-1.9,3
-0.6999999999999988,-1.9,3
-0.5999999999999988,-1.9,3
-0.49999999999999867,-1.9,3
-0.3999999999999986,-1.9,3
-0.2999999999999985,-1.9,3
-0.1999999999999984,-1.9,3
-0.09999999999999831,-1.9,3
1.7763568394002505e-15,-1.9,3
0.10000000000000187,-1.9,3
0.20000000000000195,-1.9,6
0.30000000000000204,-1.9,6
0.40000000000000213,-1.9,6
0.5000000000000022,-1.9,6
0.6000000000000023,-1.9,6
0.7000000000000024,-1.9,6
0.8000000000000025,-1.9,6
0.9000000000000026,-1.9,6
1.0000000000000027,-1.9,6
1.1000000000000028,-1.9,6
1.2000000000000028,-1.9,6
1.300000000000003,-1.9,6
1.400000000000003,-1.9,6
1.500000000000003,-1.9,6
1.6000000000000032,-1.9,6
1.7000000000000033,-1.9,6
1.8000000000000034,-1.9,6
1.9000000000000035,-1.9,6
-2.0,-1.7999999999999998,3
-1.9,-1.7999999999999998,3
-1.7999999999999998,-1.7999999999999998,3
-1.6999999999999997,-1.7999999999999998,3
-1.5999999999999996,-1.7999999999999998,3
-1.4999999999999996,-1.7999999999999998,3
-1.3999999999999995,-1.7999999999999998,3
-1.2999999999999994,-1.7999999999999998,3
-1.1999999999999993,-1.7999999999999998,3
-1.0999999999999992,-1.7999999999999998,3
-0.9999999999999991,-1.7999999999999998,3
-0.899999999999999,-1.7999999999999998,3
-0.7999999999999989,-1.7999999999999998,3
-0.6999999999999988,-1.7999999999999998,3
-0.5999999999999988,-1.7999999999999998,3
-0.49999999999999867,-1.7999999999999998,3
-0.3999999999999986,-1.7999999999999998,3
-0.2999999999999985,-1.7999999999999998,3
-0.1999999999999984,-1.7999999999999998,3
-0.09999999999999831,-1.7999999999999998,3
1.7763568394002505e-15,-1.7999999999999998,3
0.10000000000000187,-1.7999999999999998,6
0.20000000000000195,-1.7999999999999998,6
0.30000000000000204,-1.7999999999999998,6
0.40000000000000213,-1.7999999999999998,6
0.5000000000000022,-1.7999999999999998,6
0.6000000000000023,-1.7999999999999998,6
0.7000000000000024,-1.7999999999999998,6
0.8000000000000025,-1.7999999999999998,6
0.9000000000000026,-1.7999999999999998,6
1.0000000000000027,-1.7999999999999998,6
1.1000000000000028,-1.7999999999999998,6
1.2000000000000028,-1.7999999999999998,6
1.300000000000003,-1.7999999999999998,6
1.400000000000003,-1.7999999999999998,6
1.500000000000003,-1.7999999999999998,6
1.6000000000000032,-1.7999999999999998,6
1.7000000000000033,-1.7999999999999998,6
1.8000000000000034,-1.7999999999999998,6
1.9000000000000035,-1.7999999999999998,6
-2.0,-1.6999999999999997,3
-1.9,-1.6999999999999997,3
-1.7999999999999998,-1.6999999999999997,3
-1.6999999999999997,-1.6999999999999997,3
-1.5999999999999996,-1.6999999999999997,3
-1.4999999999999996,-1.6999999999999997,3
-1.3999999999999995,-1.6999999999999997,3
-1.2999999999999994,-1.6999999999999997,3
-1.1999999999999993,-1.6999999999999997,3
-1.0999999999999992,-1.6999999999999997,3
-0.9999999999999991,-1.6999999999999997,3
-0.899999999999999,-1.6999999999999997,3
-0.7999999999999989,-1.6999999999999997,3
-0.6999999999999988,-1.6999999999999997,3
-0.5999999999999988,-1.6999999999999997,3
-0.49999999999999867,-1.6999999999999997,3
-0.3999999999999986,-1.6999999999999997,3
-0.2999999999999985,-1.6999999999999997,3
-0.1999999999999984,-1.6999999999999997,3
-0.09999999999999831,-1.6999999999999997,3
1.7763568394002505e-15,-1.6999999999999997,6
0.10000000000000187,-1.6999999999999997,6
0.20000000000000195,-1.6999999999999997,6
0.30000000000000204,-1.6999999999999997,6
0.40000000000000213,-1.6999999999999997,6
0.5000000000000022,-1.6999999999999997,6
0.6000000000000023,-1.6999999999999997,6
0.7000000000000024,-1.6999999999999997,6
0.8000000000000025,-1.6999999999999997,6
0.9000000000000026,-1.6999999999999997,6
1.0000000000000027,-1.6999999999999997,6
1.1000000000000028,-1.6999999999999997,6
1.2000000000000028,-1.6999999999999997,6
1.300000000000003,-1.6999999999999997,6
1.400000000000003,-1.6999999999999997,6
1.500000000000003,-1.6999999999999997,6
1.6000000000000032,-1.6999999999999997,6
1.7000000000000033,-1.6999999999999997,6
1.8000000000000034,-1.6999999999999997,6
1.9000000000000035,-1.6999999999999997,6
-2.0,-1.5999999999999996,3
-1.9,-1.5999999999999996,3
-1.7999999999999998,-1.5999999999999996,3
-1.6999999999999997,-1.5999999999999996,3
-1.5999999999999996,-1.5999999999999996,3
-1.4999999999999996,-1.5999999999999996,3
-1.3999999999999995,-1.5999999999999996,3
-1.2999999999999994,-1.5999999999999996,3
-1.1999999999999993,-1.5999999999999996,3
-1.0999999999999992,-1.5999999999999996,3
-0.9999999999999991,-1.5999999999999996,3
-0.899999999999999,-1.5999999999999996,3
-0.7999999999999989,-1.5999999999999996,3
-0.6999999999999988,-1.5999999999999996,3
-0.5999999999999988,-1.5999999999999996,3
-0.49999999999999867,-1.5999999999999996,3
-0.3999999999999986,-1.5999999999999996,3
-0.2999999999999985,-1.5999999999999996,3
-0.1999999999999984,-1.5999999999999996,3
-0.09999999999999831,-1.5999999999999996,3
1.7763568394002505e-15,-1.5999999999999996,6
0.10000000000000187,-1.5999999999999996,6
0.20000000000000195,-1.5999999999999996,6
0.30000000000000204,-1.5999999999999996,6
0.40000000000000213,-1.5999999999999996,6
0.5000000000000022,-1.5999999999999996,6
0.6000000000000023,-1.5999999999999996,6
0.7000000000000024,-1.5999999999999996,6
0.8000000000000025,-1.5999999999999996,6
0.9000000000000026,-1.5999999999999996,6
1.0000000000000027,-1.5999999999999996,6
1.1000000000000028,-1.5999999999999996,6
1.2000000000000028,-1.5999999999999996,6
1.300000000000003,-1.5999999999999996,6
1.400000000000003,-1.5999999999999996,6
1.500000000000003,-1.5999999999999996,6
1.6000000000000032,-1.5999999999999996,6
1.7000000000000033,-1.5999999999999996,6
1.8000000000000034,-1.5999999999999996,6
1.9000000000000035,-1.5999999999999996,6
-2.0,-1.4999999999999996,3
-1.9,-1.4999999999999996,3
-1.7999999999999998,-1.4999999999999996,3
-1.6999999999999997,-1.4999999999999996,3
-1.5999999999999996,-1.4999999999999996,3
-1.4999999999999996,-1.4999999999999996,3
-1.3999999999999995,-1.4999999999999996,3
-1.2999999999999994,-1.4999999999999996,3
-1.1999999999999993,-1.4999999999999996,3
-1.0999999999999992,-1.4999999999999996,3
-0.9999999999999991,-1.4999999999999996,3
-0.899999999999999,-1.4999999999999996,3
-0.7999999999999989,-1.4999999999999996,3
-0.6999999999999988,-1.4999999999999996,3
-0.5999999999999988,-1.4999999999999996,3
-0.49999999999999867,-1.4999999999999996,3
-0.3999999999999986,-1.4999999999999996,3
-0.2999999999999985,-1.4999999999999996,3
-0.1999999999999984,-1.4999999999999996,3
-0.09999999999999831,-1.4999999999999996,6
1.7763568394002505e-15,-1.4999999999999996,6
0.10000000000000187,-1.4999999999999996,6
0.20000000000000195,-1.4999999999999996,6
0.30000000000000204,-1.4999999999999996,6
0.40000000000000213,-1.4999999999999996,6
0.5000000000000022,-1.4999999999999996,6
0.6000000000000023,-1.4999999999999996,6
0.7000000000000024,-1.4999999999999996,6
0.8000000000000025,-1.4999999999999996,6
0.9000000000000026,-1.4999999999999996,6
1.0000000000000027,-1.4999999999999996,6
1.1000000000000028,-1.4999999999999996,6
1.2000000000000028,-1.4999999999999996,6
1.300000000000003,-1.4999999999999996,6
1.400000000000003,-1.4999999999999996,6
1.500000000000003,-1.4999999999999996,6
1.6000000000000032,-1.4999999999999996,6
1.7000000000000033,-1.4999999999999996,6
1.8000000000000034,-1.4999999999999996,6
1.9000000000000035,-1.4999999999999996,6
-2.0,-1.3999999999999995,3
-1.9,-1.3999999999999995,3
-1.7999999999999998,-1.3999999999999995,3
-1.6999999999999997,-1.3999999999999995,3
-1.5999999999999996,-1.3999999999999995,3
-1.4999999999999996,-1.3999999999999995,3
-1.3999999999999995,-1.3999999999999995,3
-1.2999999999999994,-1.3999999999999995,3
-1.1999999999999993,-1.3999999999999995,3
-1.0999999999999992,-1.3999999999999995,3
-0.9999999999999991,-1.3999999999999995,3
-0.899999999999999,-1.3999999999999995,3
-0.7999999999999989,-1.3999999999999995,3
-0.6999999999999988,-1.3999999999999995,3
-0.5999999999999988,-1.3999999999999995,3
-0.49999999999999867,-1.3999999999999995,3
-0.3999999999999986,-1.3999999999999995,3
-0.2999999999999985,-1.3999999999999995,3
-0.1999999999999984,-1.3999999999999995,6
-0.09999999999999831,-1.3999999999999995,6
1.7763568394002505e-15,-1.3999999999999995,6
0.10000000000000187,-1.3999999999999995,6
0.20000000000000195,-1.3999999999999995,6
0.30000000000000204,-1.3999999999999995,6
0.40000000000000213,-1.3999999999999995,6
0.5000000000000022,-1.3999999999999995,6
0.6000000000000023,-1.3999999999999995,6
0.7000000000000024,-1.3999999999999995,6
0.8000000000000025,-1.3999999999999995,6
0.9000000000000026,-1.3999999999999995,6
1.0000000000000027,-1.3999999999999995,6
1.1000000000000028,-1.3999999999999995,6
1.2000000000000028,-1.3999999999999995,6
1.300000000000003,-1.3999999999999995,6
1.400000000000003,-1.3999999999999995,6
1.500000000000003,-1.3999999999999995,6
1.6000000000000032,-1.3999999999999995,6
1.7000000000000033,-1.3999999999999995,6
1.8000000000000034,-1.3999999999999995,6
1.9000000000000035,-1.3999999999999995,6
-2.0,-1.2999999999999994,3
-1.9,-1.2999999999999994,3
-1.7999999999999998,-1.2999999999999994,3
-1.6999999999999997,-1.2999999999999994,3
-1.5999999999999996,-1.2999999999999994,3
-1.4999999999999996,-1.2999999999999994,3
-1.3999999999999995,-1.2999999999999994,3
-1.2999999999999994,-1.2999999999999994,3
-1.1999999999999993,-1.2999999999999994,3
-1.0999999999999992,-1.2999999999999994,3
-0.9999999999999991,-1.2999999999999994,3
-0.899999999999999,-1.2999999999999994,3
-0.7999999999999989,-1.2999999999999994,3
-0.6999999999999988,-1.2999999999999994,3
-0.5999999999999988,-1.2999999999999994,3
-0.49999999999999867,-1.2999999999999994,3
-0.3999999999999986,-1.2999999999999994,3
-0.2999999999999985,-1.2999999999999994,6
-0.1999999999999984,-1.2999999999999994,6
-0.09999999999999831,-1.2999999999999994,6
1.7763568394002505e-15,-1.2999999999999994,6
0.10000000000000187,-1.2999999999999994,6
0.20000000000000195,-1.2999999999999994,6
0.30000000000000204,-1.2999999999999994,6
0.40000000000000213,-1.2999999999999994,6
0.5000000000000022,-1.2999999999999994,6
0.6000000000000023,-1.2999999999999994,6
0.7000000000000024,-1.2999999999999994,6
0.8000000000000025,-1.2999999999999994,6
0.9000000000000026,-1.2999999999999994,6
1.0000000000000027,-1.2999999999999994,6
1.1000000000000028,-1.2999999999999994,6
1.2000000000000028,-1.2999999999999994,6
1.300000000000003,-1.2999999999999994,6
1.400000000000003,-1.2999999999999994,6
1.500000000000003,-1.2999999999999994,6
1.6000000000000032,-1.2999999999999994,6
1.7000000000000033,-1.2999999999999994,6
1.8000000000000034,-1.2999999999999994,6
1.9000000000000035,-1.2999999999999994,6
-2.0,-1.1999999999999993,3
-1.9,-1.1999999999999993,3
-1.7999999999999998,-1.1999999999999993,3
-1.6999999999999997,-1.1999999999999993,3
-1.5999999999999996,-1.1999999999999993,3
-1.4999999999999996,-1.1999999999999993,3
-1.3999999999999995,-1.1999999999999993,3
-1.2999999999999994,-1.1999999999999993,3
-1.1999999999999993,-1.1999999999999993,3
-1.0999999999999992,-1.1999999999999993,3
-0.9999999999999991,-1.1999999999999993,3
-0.899999999999999,-1.1999999999999993,3
-0.7999999999999989,-1.1999999999999993,3
-0.6999999999999988,-1.1999999999999993,3
-0.5999999999999988,-1.1999999999999993,3
-0.49999999999999867,-1.1999999999999993,3
-0.3999999999999986,-1.1999999999999993,3
-0.2999999999999985,-1.1999999999999993,6
-0.1999999999999984,-1.1999999999999993,6
-0.09999999999999831,-1.1999999999999993,6
1.7763568394002505e-15,-1.1999999999999993,6
0.10000000000000187,-1.1999999999999993,6
0.20000000000000195,-1.1999999999999993,6
0.30000000000000204,-1.1999999999999993,6
0.40000000000000213,-1.1999999999999993,6
0.5000000000000022,-1.1999999999999993,6
0.6000000000000023,-1.1999999999999993,6
0.7000000000000024,-1.1999999999999993,6
0.8000000000000025,-1.1999999999999993,6
0.9000000000000026,-1.1999999999999993,6
1.0000000000000027,-1.1999999999999993,6
