x,y
1.748761,0.251239
1.6,0.169574
1.555529,0.148157
1.4,0.0815743
0.96846973,0.0
0.6,0.0382641
0.553408,0.051136
0.4,0.0847315
0.3212475,0.1070825
0.2,0.142653
0.1139795,0.1713265
0.0,0.214165
-0.07290275,0.24236575
-0.2,0.302272
-0.24260385,0.31913205
-0.48423487,0.48423487
-0.57763855,0.74078715
-0.555529,0.851843
-0.545639,0.884787
-0.497522,1.0
-0.4779135,1.0406955
-0.421023,1.140341
-0.381466,1.206178
-0.23762,1.41254
0.0,1.71659
0.240329,2.0
2.0,-0.412356
1.921023,-0.359659
1.8,-0.281391
1.748761,-0.251239
1.6,-0.169574
1.555529,-0.148157
1.4,-0.0815743
0.96846973,0.0
0.6,-0.0382641
0.553408,-0.051136
0.4,-0.0847315
0.3212475,-0.1070825
0.2,-0.142653
0.1139795,-0.1713265
0.0,-0.214165
-0.07290275,-0.24236575
-0.2,-0.302272
-0.24260385,-0.31913205
-0.48423487,-0.48423487
-0.57763855,-0.74078715
-0.555529,-0.851843
-0.545639,-0.884787
-0.497522,-1.0
-0.4779135,-1.0406955
-0.421023,-1.140341
-0.381466,-1.206178
-0.23762,-1.41254
0.0,-1.71659
0.240329,-2.0
-2.0,0.82508
-1.5,0.780682
-1.0,0.703686
0.0,0.214165
0.0,1.71659
2.0,0.412356
-0.497522,1.0
0.240329,2.0
-0.2,0.302272
1.8,0.281391
1.6,0.169574
1.4,0.0815743
0.2,0.142653
0.4,0.0847315
0.6,0.0382641
0.96846973,0.0
-0.48423487,-0.48423487
-0.48423487,0.48423487
2.0,-0.412356
1.8,-0.281391
1.6,-0.169574
1.4,-0.0815743
0.6,-0.0382641
0.4,-0.0847315
0.2,-0.142653
0.0,-0.214165
-0.2,-0.302272
-0.57763855,-0.74078715
-0.545639,-0.884787
-0.497522,-1.0
-0.381466,-1.206178
-0.23762,-1.41254
0.0,-1.71659
0.240329,-2.0
-0.57763855,0.74078715
-0.545639,0.884787
-0.381466,1.206178
-0.23762,1.41254
-2.0,-0.82508
-1.618534,-0.793822
-1.5,-0.780682
-1.251239,-0.748761
-1.0,-0.703686
-0.82236145,-0.65921285
-0.35739615,-0.28086795
-0.32709725,-0.15763425
-0.3139795,-0.0286735
-0.3139795,0.0286735
-0.32709725,0.15763425
-0.35739615,0.28086795
-0.82236145,0.65921285
-1.251239,0.748761
-1.618534,0.793822
0.88,0.0
