x,y,label
1e-05,1e-05,-1
1e-05,0.10527263157894737,-1
1e-05,0.21053526315789475,-1
1e-05,0.3157978947368421,-1
1e-05,0.4210605263157895,-1
1e-05,0.5263231578947368,-1
1e-05,0.6315857894736842,-1
1e-05,0.7368484210526316,-1
1e-05,0.8421110526315789,-1
1e-05,0.9473736842105263,-1
1e-05,1.0526363157894738,0
1e-05,1.1578989473684211,0
1e-05,1.2631615789473685,0
1e-05,1.3684242105263158,0
1e-05,1.4736868421052634,0
1e-05,1.5789494736842107,0
1e-05,1.684212105263158,0
1e-05,1.7894747368421053,0
1e-05,1.8947373684210527,0
1e-05,2.0,0
0.05264105263157895,1e-05,-1
0.05264105263157895,0.10527263157894737,-1
0.05264105263157895,0.21053526315789475,-1
0.05264105263157895,0.3157978947368421,-1
0.05264105263157895,0.4210605263157895,-1
0.05264105263157895,0.5263231578947368,-1
0.05264105263157895,0.6315857894736842,-1
0.05264105263157895,0.7368484210526316,-1
0.05264105263157895,0.8421110526315789,-1
0.05264105263157895,0.9473736842105263,0
0.05264105263157895,1.0526363157894738,0
0.05264105263157895,1.1578989473684211,0
0.05264105263157895,1.2631615789473685,0
0.05264105263157895,1.3684242105263158,0
0.05264105263157895,1.4736868421052634,0
0.05264105263157895,1.5789494736842107,0
0.05264105263157895,1.684212105263158,0
0.05264105263157895,1.7894747368421053,0
0.05264105263157895,1.8947373684210527,0
0.05264105263157895,2.0,0
0.10527210526315789,1e-05,-1
0.10527210526315789,0.10527263157894737,-1
0.10527210526315789,0.21053526315789475,-1
0.10527210526315789,0.3157978947368421,-1
0.10527210526315789,0.4210605263157895,-1
0.10527210526315789,0.5263231578947368,-1
0.10527210526315789,0.6315857894736842,-1
0.10527210526315789,0.7368484210526316,-1
0.10527210526315789,0.8421110526315789,0
0.10527210526315789,0.9473736842105263,0
0.10527210526315789,1.0526363157894738,0
0.10527210526315789,1.1578989473684211,0
0.10527210526315789,1.2631615789473685,0
0.10527210526315789,1.3684242105263158,0
0.10527210526315789,1.4736868421052634,0
0.10527210526315789,1.5789494736842107,0
0.10527210526315789,1.684212105263158,0
0.10527210526315789,1.7894747368421053,0
0.10527210526315789,1.8947373684210527,0
0.10527210526315789,2.0,0
0.15790315789473686,1e-05,-1
0.15790315789473686,0.10527263157894737,-1
0.15790315789473686,0.21053526315789475,-1
0.15790315789473686,0.3157978947368421,-1
0.15790315789473686,0.4210605263157895,-1
0.15790315789473686,0.5263231578947368,-1
0.15790315789473686,0.6315857894736842,-1
0.15790315789473686,0.7368484210526316,0
0.15790315789473686,0.8421110526315789,0
0.15790315789473686,0.9473736842105263,0
0.15790315789473686,1.0526363157894738,0
0.15790315789473686,1.1578989473684211,0
0.15790315789473686,1.2631615789473685,0
0.15790315789473686,1.3684242105263158,0
0.15790315789473686,1.4736868421052634,0
0.15790315789473686,1.5789494736842107,0
0.15790315789473686,1.684212105263158,0
0.15790315789473686,1.7894747368421053,0
0.15790315789473686,1.8947373684210527,0
0.15790315789473686,2.0,0
0.2105342105263158,1e-05,-1
0.2105342105263158,0.10527263157894737,-1
0.2105342105263158,0.21053526315789475,-1
0.2105342105263158,0.3157978947368421,-1
0.2105342105263158,0.4210605263157895,-1
0.2105342105263158,0.5263231578947368,-1
0.2105342105263158,0.6315857894736842,-1
0.2105342105263158,0.7368484210526316,0
0.2105342105263158,0.8421110526315789,0
0.2105342105263158,0.9473736842105263,0
0.2105342105263158,1.0526363157894738,0
0.2105342105263158,1.1578989473684211,0
0.2105342105263158,1.2631615789473685,0
0.2105342105263158,1.3684242105263158,0
0.2105342105263158,1.4736868421052634,0
0.2105342105263158,1.5789494736842107,0
0.2105342105263158,1.684212105263158,0
0.2105342105263158,1.7894747368421053,0
0.2105342105263158,1.8947373684210527,0
0.2105342105263158,2.0,0
0.26316526315789474,1e-05,-1
0.26316526315789474,0.10527263157894737,-1
0.26316526315789474,0.21053526315789475,-1
0.26316526315789474,0.3157978947368421,-1
0.26316526315789474,0.4210605263157895,-1
0.26316526315789474,0.5263231578947368,0
0.26316526315789474,0.6315857894736842,0
0.26316526315789474,0.7368484210526316,0
0.26316526315789474,0.8421110526315789,0
0.26316526315789474,0.9473736842105263,0
0.26316526315789474,1.0526363157894738,0
0.26316526315789474,1.1578989473684211,0
0.26316526315789474,1.2631615789473685,0
0.26316526315789474,1.3684242105263158,0
0.26316526315789474,1.4736868421052634,0
0.26316526315789474,1.5789494736842107,0
0.26316526315789474,1.684212105263158,0
0.26316526315789474,1.7894747368421053,0
0.26316526315789474,1.8947373684210527,0
0.26316526315789474,2.0,0
0.3157963157894737,1e-05,-1
0.3157963157894737,0.10527263157894737,-1
0.3157963157894737,0.21053526315789475,-1
0.3157963157894737,0.3157978947368421,-1
0.3157963157894737,0.4210605263157895,0
0.3157963157894737,0.5263231578947368,0
0.3157963157894737,0.6315857894736842,0
0.3157963157894737,0.7368484210526316,0
0.3157963157894737,0.8421110526315789,0
0.3157963157894737,0.9473736842105263,0
0.3157963157894737,1.0526363157894738,0
0.3157963157894737,1.1578989473684211,0
0.3157963157894737,1.2631615789473685,0
0.3157963157894737,1.3684242105263158,0
0.3157963157894737,1.4736868421052634,0
0.3157963157894737,1.5789494736842107,0
0.3157963157894737,1.684212105263158,0
0.3157963157894737,1.7894747368421053,0
0.3157963157894737,1.8947373684210527,0
0.3157963157894737,2.0,0
